"article_id","score"
1,0.0551736316100354
4,0.0437414270131559
7,0.0536789761307133
8,0.0839005880745849
9,0.0870680133614158
13,0.0909761261303642
17,0.0552526883417095
19,0.0628281520898799
20,0.0672796165488054
23,0.0783559926114964
25,0.0438793644935713
35,0.0749287461074678
37,0.0815163946067983
40,0.0405298900379424
42,0.0830507550438232
43,0.0730075882478001
47,0.0492853371467212
49,0.0708290727385579
50,0.0699534741950096
58,0.0836266743962185
63,0.0648119312252182
65,0.0704709463222224
68,0.0326070043626059
69,0.051572972884099
74,0.111434170704181
87,0.11698914829741
88,0.0952772082860229
96,0.0488592072610625
97,0.122452742890264
101,0.212843561543955
105,0.0685761457455014
108,0.0822109844167368
112,0.0524164723960771
113,0.272269163746708
114,0.283697946670793
115,0.0877749654898755
116,0.140381620840994
118,0.11345797351459
121,0.0928325095325542
122,0.10359704025397
125,0.0557852576110184
128,0.100294048439346
135,0.15055368898341
137,0.164830736244126
138,0.425900192790856
141,0.120670637368616
143,0.0766647995948917
146,0.302835266881347
147,0.0633280982243531
150,0.060862072435962
156,0.0584214535895465
161,0.0712497489440943
167,0.0539558140526915
168,0.0899411714791613
171,0.142621666400583
175,0.0817139700107752
176,0.046613226932662
177,0.287312251065818
186,0.127956415626075
189,0.118003672703955
190,0.107959218117773
194,0.0975657047043524
196,0.103097765118978
198,0.113071551498822
201,0.0737484270816353
204,0.0705935588561912
207,0.195627731265758
223,0.114265046738973
229,0.087995044396724
234,0.0972763196014428
236,0.119398327608655
238,0.0874058540744175
241,0.0845953937026214
251,0.143087830210479
252,0.145741300163573
257,0.131230518243104
271,0.191334551418005
272,0.0854146011960055
273,0.0879006561556319
275,0.108048688802554
278,0.148394197535038
281,0.119229846731727
283,0.104137307117698
296,0.0714657130496407
299,0.211597293224945
301,0.0485878398027797
306,0.156626518319721
309,0.155538302227021
312,0.114810303734963
317,0.145248535616141
318,0.199597348243435
323,0.225719019732338
327,0.237145267721175
329,0.272701775016036
332,0.139475509705294
335,0.207409769896103
341,0.161025191228578
343,0.441193432123453
344,0.30422288054854
345,0.195865768022887
348,0.163544686659363
350,0.273971700004698
351,0.233675480480396
354,0.337831578970332
355,0.204285948533089
359,0.112864549963445
360,0.0883151855171566
363,0.166603211755054
368,0.126322506143739
374,0.115488831539872
375,0.117752768587285
378,0.265149753026383
379,0.23705728799707
388,0.16826418837606
389,0.271094806938749
395,0.139026880773782
398,0.223378430389449
402,0.094379748556546
404,0.185255495142908
409,0.17250691934603
410,0.275922659604958
413,0.131385623386776
415,0.113128384997215
418,0.096198221980717
426,0.092224872096701
429,0.177307828377971
431,0.113621533754077
434,0.10860993602694
440,0.242534402579581
446,0.109809855838971
447,0.146859950549773
454,0.0933393512494028
457,0.3219617235866
460,0.138686746262895
462,0.203725791511071
467,0.162674487774289
469,0.366061606249317
470,0.145233577470503
477,0.144566070429666
478,0.189532314731573
480,0.173116957826319
481,0.0889948171858291
483,0.0959167410440775
484,0.180035114484467
485,0.113356008637025
487,0.145868162236228
490,0.121684854446045
492,0.0456471733639167
494,0.191155700724102
495,0.16946443060611
496,0.108607149663938
498,0.227303543328704
505,0.108030098256748
506,0.111998179667572
507,0.0553640836234757
509,0.118540982821757
511,0.125876830887084
512,0.135479251719085
517,0.14653027174966
520,0.0944205360374323
522,0.103613121968344
523,0.274456635724443
525,0.124728025451744
532,0.167855658480266
534,0.379770127674893
536,0.223824835820832
537,0.32859125711041
540,0.264901346211643
550,0.116759687862967
557,0.137888927004646
563,0.100184464426825
564,0.11199610463356
575,0.273367037368154
593,0.133437097671338
594,0.144940304862391
595,0.106113621649849
596,0.172773607751021
599,0.114395219522576
600,0.276846517331603
603,0.0914222616587136
604,0.13133145564257
605,0.196844666842072
607,0.0632982837038271
609,0.157414948038339
611,0.180086350122913
614,0.216638626491422
615,0.112923623810668
620,0.105218309027807
622,0.0942901494383793
624,0.107089335217993
625,0.175997638474919
626,0.398469732200931
633,0.132498493915041
636,0.218470088004125
637,0.311360916645745
638,0.222676456787209
647,0.261697773560498
648,0.106857411631964
650,0.0960354621103985
653,0.107294827428455
654,0.1186231474435
658,0.135590507569436
660,0.255279747229731
664,0.129902548247247
665,0.148781485367216
669,0.109995549494452
671,0.181059574266226
673,0.336389938629416
677,0.33870927285149
679,0.0977017616569618
681,0.113198473356024
686,0.206593670901744
687,0.107146925160852
694,0.208278066798007
696,0.178134704370348
699,0.189646042874881
700,0.182114758201878
704,0.176517876405644
706,0.124257376409614
709,0.166169135390011
712,0.25000308106487
713,0.100969324415307
714,0.173948988308575
715,0.298466045014516
717,0.13136692472383
718,0.218211928454892
719,0.186885865064091
722,0.349459565298401
723,0.206850807634393
724,0.159355447402185
727,0.291032089283845
730,0.383935217864125
735,0.244400506952585
737,0.259625881352531
742,0.18894964922985
747,0.149369144332169
748,0.125536333110216
749,0.0780184584012379
750,0.188685085315798
753,0.145950391008015
755,0.151315477858486
756,0.144719292444583
761,0.245448195299223
765,0.216306747780626
766,0.221772494754088
767,0.161964836033422
771,0.130941115931394
772,0.244578306357187
774,0.115527105960422
776,0.15750861624925
777,0.144524916480599
785,0.225311570339905
787,0.106723151999615
794,0.179168132674484
796,0.0800188542885643
798,0.119130204477782
803,0.257133197421174
812,0.264042910890714
814,0.225505932403307
816,0.166338930160204
818,0.0714372666497625
819,0.0834982135226611
825,0.16758629866695
826,0.0928575271070184
827,0.156208567614114
831,0.0651883594087775
850,0.195039613721734
852,0.150021512564314
854,0.218242782511911
855,0.167660944170169
863,0.235843323009064
873,0.15323939322246
880,0.0878316013904341
881,0.168228857202629
891,0.15222789432848
892,0.190041480745493
893,0.152285464311949
897,0.11306803547502
898,0.140268695402853
900,0.122712078441185
902,0.0940303347123228
904,0.159040019077557
905,0.0794960410152575
908,0.1199309506774
909,0.117981987288517
920,0.347588326099524
921,0.110935969772645
923,0.0943275115887807
929,0.152100782679006
933,0.0985148296252248
934,0.141809740200667
937,0.19897085528432
939,0.120559403198826
940,0.0937124817059701
944,0.152088309034398
947,0.147226157917019
948,0.107172773919717
956,0.232048252506938
957,0.0910668708881346
961,0.109749380623731
964,0.126504695908026
970,0.0984827013102545
973,0.153408541350115
974,0.0797680546806909
975,0.0862217744350797
978,0.162352885210379
982,0.0974677384713809
988,0.21610136744447
998,0.188574098470826
999,0.169454109429366
1004,0.159998440916989
1005,0.189078881198686
1010,0.0749729959475747
1011,0.152576422471206
1013,0.168335727561746
1015,0.16353368775155
1022,0.141571566143598
1026,0.0873756310116981
1027,0.173124765633079
1030,0.230127341707376
1038,0.085268625038607
1040,0.217339806020452
1044,0.106907322635113
1048,0.191219802201808
1054,0.119547857991505
1055,0.124898739530615
1056,0.144890846728927
1058,0.108783961939899
1060,0.10504991534789
1063,0.295446711821466
1067,0.162217274905634
1068,0.439123938784096
1071,0.119014710753163
1073,0.201553875724729
1076,0.20081131776894
1078,0.188376362647293
1092,0.115065381533962
1094,0.147958420622863
1098,0.124478839290751
1102,0.144211089133611
1103,0.122982937557452
1108,0.166776056151737
1113,0.101214436639309
1118,0.279648699909722
1122,0.292616160067793
1123,0.342648046797245
1125,0.224662720014487
1126,0.181930910625072
1139,0.326321113067604
1142,0.238182587210352
1144,0.246290845178724
1147,0.46748049100963
1154,0.274329931143388
1157,0.204150307940377
1167,0.0795084040392307
1168,0.178983775353264
1173,0.142318060998704
1175,0.182514721493934
1180,0.303991888345299
1183,0.0999592552159939
1187,0.230691213249209
1189,0.281495786680755
1191,0.0835872916209132
1192,0.117451925631791
1198,0.183254146250664
