"article_id","score"
1,0.114388919274945
4,0.105060274018637
7,0.132975613730799
8,0.14298319077857
9,0.12999771281978
13,0.179958229190822
17,0.12987085823518
19,0.141248766891752
20,0.146677013742667
23,0.140089105027263
25,0.128032630118734
35,0.121264966648512
37,0.158423432373862
40,0.147709942972289
42,0.135038031971958
43,0.141419992698553
47,0.141015442864357
49,0.150826705958306
50,0.143807517206973
58,0.130980220755581
63,0.141111517371276
65,0.133864627013774
68,0.0942743976026188
69,0.113378087824298
74,0.185788302353287
87,0.178649423205421
88,0.142230236933954
96,0.114132361222922
97,0.194565932766933
101,0.236573884520687
105,0.113016506988626
108,0.152447567427773
112,0.126495333769333
113,0.232725170179184
114,0.365961801768818
115,0.138194870169495
116,0.13441456931264
118,0.235898320617204
121,0.116249579597888
122,0.130251231519199
125,0.104177290757509
128,0.140037016219859
135,0.141075199000486
137,0.18677263330472
138,0.273077027940155
141,0.159481409896532
143,0.147043780869346
146,0.278623865179178
147,0.0987492635902954
150,0.110457858263033
156,0.148074760191573
161,0.139704063351649
167,0.109267404373868
168,0.134143139504672
171,0.168452486688245
175,0.121029672644702
176,0.0971452102615134
177,0.241510380679435
186,0.137086002927339
189,0.128075736853584
190,0.107473137147153
194,0.131693701462499
196,0.123751452916173
198,0.121906509631729
201,0.121303224643045
204,0.106027384183403
207,0.205596826573975
223,0.18330044871671
229,0.11239074758153
234,0.163996381256549
236,0.194505695482639
238,0.12764788813783
241,0.107584459125959
251,0.127066449292522
252,0.253156326642753
257,0.122491862713876
271,0.234512050383408
272,0.18461957045969
273,0.129775629962748
275,0.135459729582822
278,0.153114574515364
281,0.160597959278816
283,0.146039810117012
296,0.116126717620501
299,0.123235633604345
301,0.115581640121437
306,0.124669040530409
309,0.135868881723419
312,0.186323789221958
317,0.186599742801496
318,0.268263074071566
323,0.211795904945534
327,0.326870316642561
329,0.269378955338391
332,0.146167866685184
335,0.161794446472437
341,0.231617983197167
343,0.380388108368995
344,0.206235172610149
345,0.176582558314016
348,0.247181360069855
350,0.213535149896996
351,0.225715167005416
354,0.241537325306443
355,0.231949775796945
359,0.113098693239801
360,0.143162625679068
363,0.131428962083112
368,0.105356225218606
374,0.131235916571162
375,0.11911290765635
378,0.166638721335949
379,0.181367827352468
388,0.134026863412154
389,0.173313870968527
395,0.139114944468914
398,0.160421696903249
402,0.102164269459963
404,0.126854804009643
