"article_id","score"
1,0.239553174603175
4,0.159938888888889
7,0.096834126984127
8,0.113289682539683
9,0.257379365079365
13,0.376098412698413
17,0.286090476190476
19,0.293522222222222
20,0.103975396825397
23,0.0789206349206349
25,0.287348412698413
35,0.238816666666667
37,0.213328571428572
40,0.297669047619048
42,0.303861904761905
43,0.092481746031746
47,0.105728571428571
49,0.0836492063492063
50,0.0249912698412698
58,0.323477777777778
63,0.035418253968254
65,0.0215388888888889
68,0.132763492063492
69,0.249888888888889
74,0.306886507936508
87,0.313826984126984
88,0.25405873015873
96,0.179244444444444
97,0.357554761904762
101,0.27803253968254
105,0.187615873015873
108,0.211216666666667
112,0.158644444444445
113,0.295086507936508
114,0.385394444444444
115,0.123053174603175
116,0.310292857142857
118,0.313949206349206
121,0.152703968253968
122,0.257562698412698
125,0.146083333333333
128,0.301561904761905
135,0.102534920634921
137,0.28384126984127
138,0.27206746031746
141,0.255347619047619
143,0.246553174603175
146,0.37490873015873
147,0.0592277777777778
150,0.175666666666667
156,0.279563492063492
161,0.172827777777778
167,0.167724603174603
168,0.0911206349206349
171,0.276170634920635
175,0.296481746031746
176,0.0813468253968254
177,0.319918253968254
186,0.142861111111111
189,0.237656349206349
190,0.146296825396825
194,0.114102380952381
196,0.152800793650794
198,0.144696031746032
201,0.244713492063492
204,0.0884126984126984
207,0.265237301587302
223,0.249565079365079
229,0.134134920634921
234,0.278984126984127
236,0.307801587301587
238,0.205331746031746
241,0.0903928571428571
251,0.164645238095238
252,0.445026984126984
257,0.0572007936507936
271,0.355856349206349
272,0.349538095238095
273,0.241243650793651
275,0.2115
278,0.237007936507936
281,0.247587301587302
283,0.201369841269841
296,0.226789682539683
299,0.136419841269841
301,0.19320873015873
306,0.198147619047619
309,0.173055555555555
312,0.335881746031746
317,0.314719841269841
318,0.308188888888889
323,0.236138095238095
327,0.36463253968254
329,0.351120634920635
332,0.238622222222222
335,0.206694444444445
341,0.366756349206349
343,0.389696825396825
344,0.296457936507936
345,0.197443650793651
348,0.280663492063492
350,0.272724603174603
351,0.347639682539682
354,0.232611904761905
355,0.307576984126984
359,0.0937571428571429
360,0.215796825396825
363,0.200105555555556
368,0.0663714285714286
374,0.128660317460317
375,0.0741063492063492
378,0.191814285714286
379,0.20168253968254
388,0.20480873015873
389,0.270188888888889
395,0.149188888888889
398,0.267833333333333
402,0.101221428571429
404,0.14100873015873
409,0.188023015873016
410,0.256090476190476
413,0.224712698412698
415,0.0796261904761905
418,0.170345238095238
426,0.217994444444445
429,0.239215873015873
431,0.120146031746032
434,0.193288888888889
440,0.250893650793651
446,0.0700769841269841
447,0.240120634920635
454,0.206384126984127
457,0.442697619047619
460,0.103389682539683
462,0.16885
467,0.147857142857143
469,0.355238095238095
470,0.109103968253968
477,0.140412698412698
478,0.286013492063492
480,0.156196031746032
481,0.148257142857143
483,0.0416103174603175
484,0.277722222222222
485,0.150785714285714
487,0.119111904761905
490,0.134506349206349
492,0.104990476190476
494,0.189559523809524
495,0.273283333333333
496,0.161307936507937
498,0.207983333333333
505,0.0666214285714286
506,0.109756349206349
507,0.131212698412698
509,0.0567055555555556
511,0.116625396825397
512,0.163253174603175
517,0.147345238095238
520,0.238209523809524
522,0.122851587301587
523,0.247825396825397
525,0.212362698412699
532,0.225701587301587
534,0.388724603174603
536,0.259861904761905
537,0.249788095238095
540,0.316244444444444
550,0.258344444444445
557,0.163480952380952
563,0.317990476190476
564,0.270703174603175
575,0.293555555555555
